"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,"Total
Threads","Total
Memory (GB)","ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle","Result
(Overall ssj_ops/watt)"
Hewlett Packard Enterprise,"ProLiant DL560 Gen10
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,4,112,224,192,"11,994,247",942,90.1,"12,045"
Hewlett Packard Enterprise,"ProLiant DL580 Gen10
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,4,112,224,384,"11,779,765",982,119,"11,234"
Hewlett Packard Enterprise,"ProLiant DL580 Gen10
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,4,112,224,384,"11,477,054",894,123,"12,132"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",6,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,24,672,1344,2304,"68,931,378","5,409",781,"12,042"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",5,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,20,560,1120,1920,"57,344,378","4,503",675,"11,942"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",4,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,16,448,896,1536,"45,870,814","3,611",570,"11,799"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",3,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,12,336,672,1152,"34,413,035","2,731",465,"11,547"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",2,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,8,224,448,768,"22,907,794","1,864",361,"10,977"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",6,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,24,672,1344,2304,"71,104,692","5,989",679,"11,179"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",5,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,20,560,1120,1920,"59,083,703","4,983",592,"11,074"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",4,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,16,448,896,1536,"47,321,609","3,978",500,"11,007"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",3,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,12,336,672,1152,"35,391,846","3,004",421,"10,754"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",2,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,8,224,448,768,"23,701,920","2,045",330,"10,349"
Hewlett Packard Enterprise,"ProLiant ML350 Gen10
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,2,56,112,192,"5,937,591",474,56.8,"11,611"
Hewlett Packard Enterprise,"ProLiant ML350 Gen10
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,2,56,112,192,"5,735,589",435,64.2,"12,272"
Hewlett Packard Enterprise,"ProLiant DL360 Gen10
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,1,28,56,48,"3,025,574",235,37.3,"11,637"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",12,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,24,672,1344,2304,"71,225,314","5,938",807,"11,051"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",11,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,22,616,1232,2112,"65,192,626","5,431",756,"11,017"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",10,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,20,560,1120,1920,"59,152,094","4,940",700,"10,951"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",9,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,18,504,1008,1728,"53,226,238","4,444",645,"10,897"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",8,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,16,448,896,1536,"47,287,215","3,958",598,"10,825"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",7,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,14,392,784,1344,"41,388,106","3,472",535,"10,762"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",6,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,12,336,672,1152,"35,518,206","2,980",477,"10,684"
Hewlett Packard Enterprise,"ProLiant DL360 Gen10
Apr 2, 2019 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,1,28,56,48,"2,944,732",217,39.4,"12,384"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
Apr 2, 2019 | HTML | Text",5,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,10,280,560,960,"29,610,404","2,494",425,"10,552"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",5,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,10,280,560,960,"28,783,614","2,295",459,"11,215"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",4,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,8,224,448,768,"23,118,220","1,860",398,"10,975"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",3,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,6,168,336,576,"17,280,572","1,418",328,"10,580"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",2,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,4,112,224,384,"11,556,688",982,257,"9,936"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",11,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,22,616,1232,2112,"63,338,893","4,975",845,"11,804"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",10,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,20,560,1120,1920,"57,553,033","4,519",779,"11,754"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",9,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,18,504,1008,1728,"51,793,120","4,073",714,"11,676"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",8,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,16,448,896,1536,"46,012,174","3,627",658,"11,603"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",7,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,14,392,784,1344,"40,260,576","3,182",585,"11,516"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",6,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,12,336,672,1152,"34,460,439","2,736",518,"11,390"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame
May 8, 2019 | HTML | Text",12,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,24,672,1344,2304,"69,086,440","5,384",922,"11,845"
Hewlett Packard Enterprise,"ProLiant DL385 Gen10
Aug 7, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,2,128,256,256,"11,092,443",423,163,"18,294"
Hewlett Packard Enterprise,"ProLiant DL325 Gen10
Aug 7, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7702P 2.00 GHz,2000,1,64,128,128,"5,801,076",230,78.7,"17,349"
Hewlett Packard Enterprise,"ProLiant DL385 Gen10
Aug 7, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,2,128,256,256,"10,661,631",422,111,"18,051"
Hewlett Packard Enterprise,"ProLiant DL325 Gen10
Aug 7, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7702P 2.00 GHz,2000,1,64,128,128,"5,142,018",224,70.3,"15,724"
Hewlett Packard Enterprise,"ProLiant DL325 Gen10
Aug 14, 2019 | HTML | Text",1,Oracle Corporation,AMD EPYC 7702P 2.00 GHz,2000,1,64,128,128,"5,530,830",231,79.5,"16,226"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
HPE Apollo 2000 Gen10 Plus
Apr 22, 2020 | HTML | Text",3,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,6,384,768,768,"31,966,408","1,281",524,"17,076"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
HPE Apollo 2000 Gen10 Plus
Apr 22, 2020 | HTML | Text",2,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,4,256,512,512,"21,298,319",894,403,"16,000"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
HPE Apollo 2000 Gen10 Plus
Apr 22, 2020 | HTML | Text",4,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,8,512,1024,1024,"42,615,750","1,687",700,"17,436"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
HPE Apollo 2000 Gen10 Plus
Apr 22, 2020 | HTML | Text",4,Oracle Corporation,AMD EPYC 7742 2.25 GHz,2250,8,512,1024,1024,"43,715,840","1,721",678,"17,530"
Hewlett Packard Enterprise,"Superdome Flex 280 - 4 Socket
Nov 4, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.90 GHz,2900,4,112,224,768,"10,102,176","1,117",258,"7,550"
Hewlett Packard Enterprise,"Superdome Flex 280 - 8 Socket
Nov 4, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.90 GHz,2900,8,224,448,1536,"20,132,703","2,148",500,"7,628"
Hewlett Packard Enterprise,"Superdome Flex 280 - 4 Socket
Nov 4, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.90 GHz,2900,4,112,224,768,"10,116,731","1,158",254,"7,446"
Hewlett Packard Enterprise,"Superdome Flex 280 - 8 Socket
Nov 4, 2020 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.90 GHz,2900,8,224,448,1536,"19,501,160","2,132",503,"7,369"
Hewlett Packard Enterprise,"ProLiant DL385 Gen10 Plus
Mar 15, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,2,128,256,256,"12,550,024",546,120,"18,329"
Hewlett Packard Enterprise,"ProLiant DL365 Gen10 Plus
Mar 15, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7713 2.00 GHz,2000,2,128,256,256,"11,174,699",468,109,"18,268"
Hewlett Packard Enterprise,"ProLiant DL345 Gen10 Plus
Mar 15, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,1,64,128,128,"6,319,281",272,58,"18,260"
Hewlett Packard Enterprise,"ProLiant DL325 Gen10 Plus
Mar 15, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,1,64,128,128,"6,343,544",268,56.8,"18,845"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus
Mar 15, 2021 | HTML | Text",3,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,6,384,768,768,"37,367,143","1,731",430,"17,266"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus
Mar 15, 2021 | HTML | Text",2,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,4,256,512,512,"24,847,419","1,192",331,"16,320"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus
Mar 15, 2021 | HTML | Text",3,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,6,384,768,768,"34,394,737","1,694",352,"16,205"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus
Mar 15, 2021 | HTML | Text",2,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,4,256,512,512,"22,957,212","1,173",257,"15,574"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
Apollo 2000 Gen10 Plus
Mar 15, 2021 | HTML | Text",4,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,8,512,1024,1024,"49,655,346","2,260",523,"17,696"
Hewlett Packard Enterprise,"ProLiant DL345 Gen10 Plus
Mar 15, 2021 | HTML | Text",1,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,1,64,128,128,"5,797,203",270,53.7,"16,823"
Hewlett Packard Enterprise,"ProLiant DL380 Gen10 Plus
Jun 30, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380 2.30 GHz,2300,2,80,160,256,"8,284,788",647,143,"11,857"
Hewlett Packard Enterprise,"ProLiant DL360 Gen10 Plus
Jun 30, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380 2.30 GHz,2300,2,80,160,256,"8,229,748",651,119,"12,170"
Hewlett Packard Enterprise,"ProLiant DL380 Gen10 Plus
Jun 30, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380 2.30 GHz,2300,2,80,160,256,"8,125,401",619,127,"11,735"
Hewlett Packard Enterprise,"ProLiant DL360 Gen10 Plus
Jun 30, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Platinum 8380 2.30 GHz,2300,2,80,160,256,"8,108,256",623,110,"12,052"
Hewlett Packard Enterprise,"ProLiant DL110 Gen10 Plus
Aug 31, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 6314U CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,1,32,64,64,"3,318,199",299,94.1,"9,581"
Hewlett Packard Enterprise,"ProLiant DL110 Gen10 Plus
Aug 31, 2021 | HTML | Text",1,Oracle Corporation,Intel Xeon Gold 6314U CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,1,32,64,64,"3,269,735",307,93.8,"9,247"
"Hewlett-Packard
Hewlett-Packard Company","ProLiant DL385 G6 (2.6GHz, AMD Opteron 2435 processor)
Jul 2, 2009 | HTML | Text",1,Oracle Corporation,2.6 GHz AMD Opteron 2435,2600,2,12,12,16,"491,305",258,120,"1,307"
Hewlett-Packard Company,"Proliant DL360 G5 (3.0 GHz, Intel Xeon processor E5450)
Dec 11, 2007 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon E5450,3000,2,8,8,16,"308,847",288,180,662
Hewlett-Packard Company,"Proliant DL160 G5 (3.0 GHz, Intel Xeon processor E5450)
Dec 11, 2007 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon E5450,3000,2,8,8,16,"308,022",269,160,698
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett-Packard Company,"Proliant DL580 G5 (1.86 GHz, Intel Xeon processor L7345)
Dec 11, 2007 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon L7345,1860,4,16,16,16,"359,523",387,271,546
Hewlett-Packard Company,"Proliant DL180 G5 (3.00 GHz, Intel Xeon processor E5450)
Jan 30, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon E5450,3000,2,8,8,16,"299,610",244,123,778
Hewlett-Packard Company,"ProLiant DL180 G5 (2.50 GHz, Intel Xeon processor L5420)
May 21, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,8,"282,281",189,106,930
Hewlett-Packard Company,"ProLiant DL360 G5 (3.00 GHz, Intel Xeon processor E5450)
Jun 4, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon E5450,3000,2,8,8,16,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant DL160 G5 (2.50 GHz, Intel Xeon processor L5420)
Jun 18, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,16,"281,914",233,148,734
Hewlett-Packard Company,"ProLiant DL120 G5 (2.83 GHz, Intel Xeon processor X3360)
Jun 20, 2008 | HTML | Text",1,"BEA Systems, Inc.",Intel Xeon X3360,2833,1,4,4,8,"190,630",136,69.5,908
Hewlett-Packard Company,"ProLiant DL385 G5 (2.30GHz, AMD Opteron processor 2356)
Nov 20, 2008 | HTML | Text",1,Oracle Corporation,AMD Opteron 2356,2300,2,8,8,8,"240,914",299,178,498
Hewlett-Packard Company,"ProLiant DL585 G5 (2.70GHz, AMD Opteron 8384)
Dec 4, 2008 | HTML | Text",1,Oracle Corporation,AMD Opteron 8384,2700,4,16,16,16,"622,890",521,299,763
Hewlett-Packard Company,"ProLiant DL385 G5p (2.70GHz, AMD Opteron processor 2384)
Dec 4, 2008 | HTML | Text",1,Oracle Corporation,AMD Opteron 2384,2700,2,8,8,8,"341,306",257,147,835
Hewlett-Packard Company,"ProLiant DL365 G5 (2.70GHz, AMD Opteron processor 2384)
Jan 14, 2009 | HTML | Text",1,"BEA Systems,Inc.",AMD Opteron 2384,2700,2,8,8,8,"337,543",268,144,817
Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz, AMD Opteron 8376 HE)
Feb 25, 2009 | HTML | Text",1,Oracle Corporation,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,8,32,32,32,"1,093,578",799,444,866
Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz, AMD Opteron 8376 HE)
Feb 25, 2009 | HTML | Text",1,Oracle Corporation,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,8,32,32,32,"1,066,480",796,427,872
Hewlett-Packard Company,"ProLiant DL380 G6 (2.26GHz, Intel Xeon L5520 processor)
Apr 8, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5520,2266,2,8,16,8,NC,NC,NC,NC
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett-Packard Company,"ProLiant DL380 G5 (3.00GHz, Intel Xeon 5160 processor)
Apr 8, 2009 | HTML | Text",1,"BEA Systems,Inc.",Intel Xeon 5160,3000,2,4,4,8,"159,151",258,172,382
Hewlett-Packard Company,"ProLiant DL380 G5 (2.66GHz, Intel Xeon L5430 processor)
Apr 8, 2009 | HTML | Text",1,"BEA Systems,Inc.",Intel Xeon L5430,2666,2,8,8,16,"306,620",253,170,734
Hewlett-Packard Company,"ProLiant DL380 G4 (3.8GHz, Intel Xeon processor)
Apr 8, 2009 | HTML | Text",1,"Sun Microsystems, Inc.",Intel Xeon 3.8GHz,3800,2,2,4,8,"26,880",394,226,45.2
Hewlett-Packard Company,"ProLiant DL360 G6 (2.93GHz, Intel Xeon processor X5570)
Apr 23, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon X5570,2933,2,8,16,8,"533,105",245,88.4,"1,586"
Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz, AMD Opteron 8381 HE)
Jun 3, 2009 | HTML | Text",1,Oracle,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,8,32,32,32,"1,136,736",793,430,905
Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz, AMD Opteron 8381 HE)
Jun 3, 2009 | HTML | Text",1,Oracle,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,8,32,32,32,"1,123,158",792,418,927
Hewlett-Packard Company,"ProLiant SL2x170z G6
ProLiant SL6000
Jul 2, 2009 | HTML | Text",4,Oracle Corporation,Intel Xeon L5520,2267,8,32,64,32,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant BL280c G6
HP BladeSystem c7000 Enclosure
Jul 15, 2009 | HTML | Text",16,Oracle Corporation,Intel Xeon L5520,2267,32,128,256,128,"7,210,418","2,783",802,"1,877"
Hewlett-Packard Company,"ProLiant DL360 G6
Aug 5, 2009 | HTML | Text",1,Oracle Corporation,Intel Xeon L5520,2267,2,8,16,8,NC,NC,NC,NC
Hewlett-Packard Company,"ProLiant DL385 G6 (2.6GHz, AMD Opteron 2435 processor)
Aug 26, 2009 | HTML | Text",1,IBM Corporation,2.6 GHz AMD Opteron 2435,2600,2,12,12,16,"535,814",260,124,"1,394"
Hewlett-Packard Company,"ProLiant DL785 G6 (2.1 GHz, AMD Opteron 8425 HE)
Sep 14, 2009 | HTML | Text",1,IBM Corporation,Six-Core AMD Opteron(r) Processor 8425 HE,2100,8,48,48,32,"1,696,373",852,468,"1,297"
Hewlett-Packard Company,"ProLiant SL2x170z G6 (2.4 GHz, Intel Xeon L5530)
ProLiant SL6000
Nov 4, 2009 | HTML | Text",4,IBM Corporation,Intel Xeon L5530,2400,8,32,64,32,"2,111,524",664,191,"2,316"
Hewlett-Packard Company,"ProLiant DL360 G6
Nov 4, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,"531,629",186,62,"2,013"
"Hardware Vendor
Test Sponsor","System
Enclosure (if applicable)",Nodes,JVM Vendor,Processor,,,,,"Total
Memory (GB)",Submeasurements,,,"Result
(Overall ssj_ops/watt)"
,,,,CPU Description,MHz,Chips,Cores,"Total
Threads",,"ssj_ops
@ 100%","avg. watts
@ 100%","avg. watts
@ active idle",
Hewlett-Packard Company,"ProLiant DL380 G6
Nov 4, 2009 | HTML | Text",1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,"534,763",187,63.7,"2,012"
Hewlett-Packard Company,"ProLiant BL2x220c G6
HP BladeSystem c7000 Enclosure
Nov 18, 2009 | HTML | Text",32,IBM Corporation,Intel Xeon L5520,2266,64,256,512,256,"16,445,126","5,547","1,696","2,113"
Hewlett-Packard Company,"ProLiant DL170h G6 (2.4 GHz, Intel Xeon L5530)
ProLiant h1000 G6
Jan 13, 2010 | HTML | Text",4,IBM Corporation,Intel Xeon L5530,2400,8,32,64,32,"2,116,272",680,217,"2,188"
Hewlett-Packard Company,"ProLiant DL385 G7 (2.2GHz, AMD Opteron 6174)
Apr 7, 2010 | HTML | Text",1,IBM Corporation,AMD Opteron 6174,2200,2,12,24,16,"888,819",271,101,"2,355"
Hewlett-Packard Company,"ProLiant SL2X170z G6
ProLiant SL6000
Apr 21, 2010 | HTML | Text",4,IBM Corporation,Intel Xeon X5670,2933,8,48,96,64,"3,417,531",858,194,"3,106"
Hewlett-Packard Company,"ProLiant DL360 G6 (2.93 GHz, Intel Xeon X5670 processor)
Apr 21, 2010 | HTML | Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,16,"872,258",250,68.9,"2,692"
